number	title	author	language
25434	Le Tour du Monde; Cuba	Various	French
25435	Le Tour du Monde; Dauphiné	Various	French
25436	Uma scena conjugal	Luiz Couceiro	Portuguese
25437	D. Joanna de Portugal (A Princesa Santa)	Marques Gomes	Portuguese
25438	The Airlords of Han	Philip Francis Nowlan	English
25439	Looking Backward	Edward Bellamy	English
25440	An Undivided Union	Oliver Optic	English
25441	The Reckoning	Robert W. Chambers	English
25442	Aunt Friendly's Picture Book.	Anonymous	English
25443	Arran del Cingle	Josep Morato i Grau	Catalan
25444	Dolly and I	Oliver Optic	English
25445	Eno ja sisarenpoika	Franz Hoffmann	Finnish
25446	Fernley House	Laura E. Richards	English
25447	Mysticism and Logic and Other Essays	Bertrand Russell	English
25448	Peggy	Laura E. Richards	English
25449	The Young Castellan	George Manville Fenn	English
25450	The Rogue Elephant	Elliott Whitney	English
25451	The Sleeping Beauty	C. S. Evans	English
25452	The Kangaroo Marines	R. W. Campbell	English
25453	How the Fairy Violet Lost and Won Her Wings	Marianne L. B. Ker	English
25454	Introduction of the Locomotive Safety Truck	John H. White	English
25455	The Song of the Flag	Eric Mackay	English
25456	Princess Polly At Play	Amy Brooks	English
25457	Manhood of Humanity.	Alfred Korzybski	English
25458	Surprising Stories about the Mouse and Her Sons, and the Funny Pigs.	Unknown	English
25459	The Cities of Refuge: or, The Name of Jesus	John Ross Macduff	English
25460	Shi Pin	Rong Zhong	Chinese
25461	Bo-Peep Story Books	Anonymous	English
25462	Little Folks' Handy Book	Lina Beard	English
25463	The Day of Judgment	Joseph Hocking	English
25464	The King of Root Valley	R. Reinick	English
25465	Skippy Bedelle	Owen Johnson	English
25466	Little Bobtail	Oliver Optic	English
25467	A Big Temptation	L. T. Meade	English
25468	Faustus	Friedrich Maximilian von Klinger	English
25469	Pretty Tales for the Nursery	Isabel Thompson	English
25470	Mud and Khaki	Vernon Bartlett	English
25471	Xian Qing Ou Ji	Yu Li	Chinese
25472	Blackbeard: Buccaneer	Ralph D. Paine	English
25473	Frontier Boys on the Coast	Capt. Wyn Roosevelt	English
25474	The Job	Sinclair Lewis	English
25475	The Knickerbocker, or New-York Monthly Magazine, June 1844	Various	English
25476	Golden Deeds	Anonymous	English
25477	The Curlytops on Star Island	Howard R. Garis	English
25478	The Boy Artist.	F.M. S.	English
25479	Theophilo braga e a lenda do crisfal	Delfim Guimarães	Portuguese
25480	The Book of Brave Old Ballads	Unknown	English
25481	Little Grandfather	Sophie May	English
25482	The Armed Forces Officer	U. S. Department of Defense	English
25483	In the Time That Was	James Frederic Thorne	English
25484	Captain Horace	Sophie May	English
25485	Dikes and Ditches	Oliver Optic	English
25486	David the Shepherd Boy	Amy Steedman	English
25487	Peck's Bad Boy and His Pa	George W. Peck	English
25488	The Grocery Man And Peck's Bad Boy	George W. Peck	English
25489	Peck's Bad Boy Abroad	George W. Peck	English
25490	Peck's Uncle Ike and The Red Headed Boy	George W. Peck	English
25491	Peck's Sunshine	George W. Peck	English
25492	How Private George W. Peck Put Down The Rebellion	George W. Peck	English
25493	A Cathedral Courtship	Kate Douglas Wiggin	English
25494	The Young Alaskans	Emerson Hough	English
25495	Liesje van den Lompenmolen	W. Heimburg	Dutch
25496	New Treasure Seekers	E. (Edith) Nesbit	English
25497	Five Little Friends	Sherred Willcox Adams	English
25498	Fo Shuo Wu Liang Shou Jing	Unknown	Chinese
25499	The Great White Queen	William Le Queux	English
25500	A London Life; The Patagonia; The Liar; Mrs. Temperly	Henry James	English
25501	Yi Jing	Anonymous	Chinese
25502	Hero-Myths & Legends of the British Race	Maud Isabel Ebbutt	English
25503	Le Tour du Monde; Scandinavie	Various	French
25504	Khartoum Campaign, 1898	Bennet Burleigh	English
25505	The Merryweathers	Laura E. Richards	English
25506	The Adventures of Bobby Orde	Stewart Edward White	English
25507	Little Grandmother	Sophie May	English
25508	The Strand District	Sir Walter Besant	English
25509	The World's Greatest Books - Volume 15 - Science	Various	English
25510	Betty Vivian	L. T. Meade	English
25511	Ballads of Mystery and Miracle and Fyttes of Mirth	Frank Sidgwick	English
25512	The Fables of Phædrus	Phaedrus	English
25513	Edmund Dulacs Fairy-Book	Edmund Dulac	English
25514	The Ranger Boys and the Border Smugglers	Claude A. Labelle	English
25515	De roman van den schaatsenrijder	Cyriel Buysse	Dutch
25516	The Crown of Success	Charlotte Maria Tucker	English
25517	Xi Chuan Recorded	Yang-Ming Wang	Chinese
25518	Vandiemenin maa	Theodor Dielitz	Finnish
25519	Little Wizard Stories of Oz	L. Frank Baum	English
25520	The Stock-Feeder's Manual	Charles Alexander Cameron	English
25521	Yu Li Huen	Jen-Ya  Shiu	Chinese
25522	Freedom In Service	Fossey John Cobb Hearnshaw	English
25523	Old Junk	H. M. Tomlinson	English
25524	The Young Berringtons	W.H.G. Kingston	English
25525	The Works of Edgar Allan Poe, The Raven Edition	Edgar Allan Poe	English
25526	Mémoires de Mademoiselle Mars (volume II)	Mademoiselle Mars	French
25527	Australia The Dairy Country	Australia Department of External Affairs	English
25528	Q.6.a and Other places	Francis Buckley	English
25529	The Adventures of Danny Meadow Mouse	Thornton W. Burgess	English
2550	Tales of Trail and Town	Bret Harte	English
2551	Droll Stories, Volume 3	Honore de Balzac	English
2552	Thankful's Inheritance	Joseph C. Lincoln	English
2553	Jeanne d'Arc	Mrs.(Margaret) Oliphant	English
2554	Crime and Punishment	Fyodor Dostoevsky	English
2555	Under the Redwoods	Bret Harte	English
2556	Mr. Jack Hamlin's Mediation and Other Stories	Bret Harte	English
2557	Old Mother West Wind	Thornton W. Burgess	English
2559	The Forsyte Saga, Volume I.	John Galsworthy	English
25530	Die Nymphe des Brunnens	Johann Karl August Musäus	German
25531	Representative Plays by American Dramatists: 1856-1911: The Moth and the Flame	Clyde Fitch	English
25532	The Detection of Forgery	Douglas Blackburn	English
25533	History of the English People, Index	John Richard Green	English
25534	Little Folks	Various	English
25535	Montaigne and Shakspere	John M. Robertson	English
25536	History of the English People, Volume VIII (of 8)	John Richard Green	English
25537	Paisagens da China e do Japão	Wenceslau de Moraes	Portuguese
25538	Four American Indians	Edson L. Whitney	English
25539	Vojaĝo interne de mia ĉambro	Xavier de Maistre	Esperanto
25540	Anecdotes for Boys	Harvey Newcomb	English
25541	American Eloquence, an Index of the Four Volumes	Various	English
25542	Black Oxen	Gertrude Franklin Horn Atherton	English
25543	Shen Lou Zhi	Yu Ling Lao Ren Shuo	Chinese
25544	The Pioneer Steamship Savannah: A Study for a Scale Model	Howard I. Chapelle	English
25545	Children's Literature	Charles Madison Curry	English
25546	Songs of a Sourdough	Robert W. Service	English
25547	The Sundering Flood	William Morris	English
25548	Rollo's Museum	Jacob Abbott	English
25549	A Chosen Few	Frank R. Stockton	English
25550	The Defiant Agents	Andre Alice Norton	English
25551	Six Girls	Fannie Belle Irving	English
25552	Milk for You and Me	Winifred Randell	English
25553	My Flower-pot	Unknown	English
25554	Van hoog en laag	Cyriel Buysse	Dutch
25555	Fairy Tales of the Slav Peasants and Herdsmen	Alexander Chodsko	English
25556	Heroes of the Middle West	Mary Hartwell Catherwood	English
25557	Tai Wan Tong Shih	Heng  Lian	Chinese
25558	Shen Yin Yu	Kuen Lu	Chinese
25559	Chinese Novels History	Shuren Zhou	Chinese
25560	Punch, or the London Charivari, Vol. 146, June 24, 1914	Various	English
25561	Ch'ih Jen Shuo Meng Chi	Sheng Lu	Chinese
25562	William Adolphus Turnpike	William Banks	English
25563	Horace	William Tuckwell	English
25564	The Water-Babies	Charles Kingsley	English
25565	Representative Plays by American Dramatists: 1856-1911: The New York Idea	Langdon Mitchell	English
25566	Northern Nut Growers Association Report of the Proceedings at the Fifteenth Annual Meeting	Various	English
25567	Impact	Irving E. Cox	English
25568	Domesticated Animals	Nathaniel Southgate Shaler	English
25569	An African Adventure	Isaac F. Marcosson	English
25570	The Manxman	Hall Caine	English
25571	The Little Manx Nation - 1891	Hall Caine	English
25572	Capt'n Davy's Honeymoon	Hall Caine	English
25573	The Drama Of Three Hundred & Sixty-Five Days	Hall Caine	English
25574	Recollections of Dante Gabriel Rossetti	T. Hall Caine	English
25575	Mémoires d'Outre-Tombe, Tome IV	René Chateaubriand	French
25576	Le Tour du Monde; Indes Occidentales	Various	French
25577	All Adrift	Oliver Optic	English
25578	The Sunbridge Girls at Six Star Ranch	Eleanor H. (Eleanor Hodgman) Porter	English
25579	Ralph the Heir	Anthony Trollope	English
25580	Andersens Sproken en vertellingen	Hans Christian Andersen	Dutch
25581	Rinkitink in Oz	L. Frank Baum	English
25582	Daughters of the Puritans	Seth Curtis Beach	English
25583	Northern Nut Growers Association Incorporated 39th Annual Report	Various	English
25584	The Purcell Papers	Joseph Sheridan Le Fanu	English
25585	Shakespeare, Ben Jonson, Beaumont and Fletcher	S. T. Coleridge	English
25586	A Collection of Stories, Reviews and Essays	Willa Cather	English
25587	I drammi de' campi	Emilio Raga	Italian
25588	Outline of the development of the internal commerce of the United States	T.W. van Mettre	English
25589	HE	Andrew Lang	English
25590	The Silly Jelly-Fish	B. H. Chamberlain	English
25591	Punch, or the London Charivari, Vol. 158, May 19, 1920	Various	English
25592	Life and Adventures of Mr. Pig and Miss Crane	Unknown	English
25593	Contos escolhidos de D. Antonio de Trueba	António de Trueba	Portuguese
25594	O Engeitado	Alberto Braga	Portuguese
25595	A Queen's Error	Henry Curties	English
25596	The Keepers of the Trail	Joseph A. Altsheler	English
25597	Northern Nut Growers Association, Report of the Proceedings at the Seventh Annual Meeting	Various	English
25598	Citizenship	Emma Guy Cromwell	English
25599	Heart Utterances at Various Periods of a Chequered Life.	Eliza Paul Kirkbride Gurney	English
25600	Bird Stories	Edith M. Patch	English
25601	Fasting Girls	William Alexander Hammond	English
25602	Lan Hua Meng Chi Juan	Yin Mei Shan Ren	Chinese
25603	Detailed Minutiae of Soldier life in the Army of Northern Virginia, 1861-1865	Carlton McCarthy	English
25604	A Manual of the Malay language	William Edward Maxwell	English
25605	I misteri del processo Monti e Tognetti	Gaetano Sanvittore	Italian
25606	San Guo Zhi	Shou Chen	Chinese
25607	Witness to the Deed	George Manville Fenn	English
25608	A Child's Garden of Verses	Robert Louis Stevenson	English
25609	A Child's Garden of Verses	Robert Louis Stevenson	English
25610	A Child's Garden of Verses	Robert Louis Stevenson	English
25611	A Child's Garden of Verses	Robert Louis Stevenson	English
25612	The Art or Crafte of Rhetoryke	Leonard Cox	English
25613	Jäämerellä	Franz Hoffmann	Finnish
25614	Ermanno Raeli	Federico De Roberto	Italian
25615	Sainte Beuve et ses inconnues	A.-J. Pons	French
25616	Les Cent Jours (1/2)	Fleury de Chaboulon	French
25617	A Child's Garden of Verses	Robert Louis Stevenson	English
25618	The Second Battalion Royal Dublin Fusiliers in the South African War	Cecil Francis Romer and Arthur Edward Mainwaring	English
25619	Mystic London:	Charles Maurice Davies	English
25620	Asiatic Breezes	Oliver Optic	English
25621	Merry Words for Merry Children	A. Hoatson	English
25622	Beatrice d'Este, Duchess of Milan, 1475-1497	Julia Mary Cartwright	English
25623	Barbarians	Robert W. Chambers	English
25624	Faces and Places	Henry William Lucy	English
25625	Historic Tales, Vol. 8 (of 15)	Charles Morris	English
25626	The Girl Scouts at Bellaire	Lilian C. McNamara Garis	English
25627	The Hunted Heroes	Robert Silverberg	English
25628	The Nothing Equation	Tom Godwin	English
25629	Postmark Ganymede	Robert Silverberg	English
2560	The Three Partners	Bret Harte	English
2561	Robert Falconer	George MacDonald	English
2562	The Clouds	Aristophanes	English
2563	Memoirs of the Comtesse du Barry	Baron Etienne Leon Lamothe-Langon	English
2564	Wanderings Among South Sea Savages And in Borneo and the Philippines	H. Wilfrid Walker	English
2565	The Story of the Glittering Plain	William Morris	English
2566	How to Fail in Literature	Andrew Lang	English
2567	A Plea for Captain John Brown	Henry David Thoreau	English
2568	Trent's Last Case	E.C. (Edmund Clerihew) Bentley	English
2569	The Day's Work, Volume 1	Rudyard Kipling	English
25630	Dorothy's Travels	Evelyn Raymond	English
25631	A Poetical Cook-Book	Maria J. Moss	English
25632	A History of Art for Beginners and Students	Clara Erskine Clement	English
25633	Blackwood's Edinburgh Magazine - Volume 62, No. 384, October 1847	Various	English
25634	Christmas Roses	Lizzie Lawson	English
25635	A Influencia Europea na Africa perante a Civilisação e as Relações Internacionaes	Carlos Testa	Portuguese
25636	Fei Hua Yung	Tian Hua Cang Zhu Ren No	Chinese
25637	The Dark House	Georg Manville Fenn	English
25638	The Hidden Power	Thomas Troward	English
25639	Graded Memory Selections	Various	English
25640	Los argonautas	Vicente Blasco Ibáñez	Spanish
25641	Cartas de Inglaterra	José Maria Eça de Queirós	Portuguese
25642	Historic Tales, vol 10 (of 15)	Charles Morris	English
25643	'He Giveth His Beloved Sleep'	Elizabeth Barrett Browning	English
25644	The Man Who Hated Mars	Gordon Randall Garrett	English
25645	The Principal Navigations, Voyages, Traffiques and Discoveries of	Richard Hakluyt	English
25646	Child's Health Primer For Primary Classes	Jane Andrews	English
25647	Holiday Tales	Florence Wilford	English
25648	The Peterkin Papers	Lucretia P  Hale	English
25649	Qiao Lian Zhu	Zhang Liu	Chinese
25650	All About the Little Small Red Hen	Anonymous	English
25651	With Spurs of Gold	Frances Nimmo Greene	English
25652	A Treasury of Heroes and Heroines	Clayton Edwards	English
25653	Conflict of Northern and Southern Theories of Man and Society	Henry Ward Beecher	English
25654	Stories of King Arthur's Knights	Mary MacGregor	English
25655	The Skating Party and Other Stories	Unknown	English
25656	The Mystery of a Turkish Bath	E.M. Gollan (AKA Rita)	English
25657	Deborah Dent and Her Donkey and Madam Fig's Gala	Unknown	English
25658	Daisy Ashford: Her Book	Daisy Ashford	English
25659	A Week of Instruction and Amusement,	Mrs. Harley	English
25660	Games for the Playground, Home, School and Gymnasium	Jessie H. Bancroft	English
25661	Duffels	Edward Eggleston	English
25662	A report on the feasibility and advisability of some policy to inaugurate a system of rifle practice throughout the public schools of the country	George W. Wingate	English
25663	Printers' Marks	William Roberts	English
25664	The Earliest Arithmetics in English	Anonymous	English
25665	Popular Adventure Tales	Mayne Reid	English
25666	The Boy Tar	Mayne Reid	English
25667	Hamlet: Drama em cinco Actos	William Shakespeare	Portuguese
25668	Vuosisatojen perintö 2	Aura	Finnish
25669	Vuosisatojen perintö 1	Aura	Finnish
25670	Sea-Dogs All!	Tom Bevan	English
25671	Bocetos californianos	Bret Harte	Spanish
25672	In The Boyhood of Lincoln	Hezekiah Butterworth	English
25673	Historic Tales, Volume 11 (of 15)	Charles Morris	English
25674	USAF Fact Sheet 95-03	United States Air Force	English
25675	Northern Nut Growers Association Report of the Proceedings at the Fourteenth Annual Meeting	Various	English
25676	Punch, or the London Charivari, Vol. 146, June 3, 1914	Various	English
25677	The History of Minnesota and Tales of the Frontier	Charles E. Flandrau	English
25678	On the Old Road  Vol. 1  (of 2)	John Ruskin	English
25679	Puulusikka	Carl Anton Wetterbergh	Finnish
25680	La boucle de cheveux enlevée	Alexander Pope	French
25681	The Quadrupeds' Pic-Nic	F. B. C.	English
25682	Bell's Cathedrals: The Cathedral Church of Gloucester [2nd ed.]	H. J. L. J. Massé	English
25683	The Escape of a Princess Pat	George Pearson	English
25684	A World Called Crimson	Darius John Granger	English
25685	Punch, or the London Charivari Volume 98, January 4, 1890	Various	English
25686	The Iraq Study Group Report	United States Institute for Peace	English
25687	Tres Comedias Modernas	Miguel Ramos Carrión, Luis Cocat, Heliodoro Criado y Baca, and	Spanish
25688	The Transformation of Job	Frederick Vining Fisher	English
25689	The Secret Witness	George Gibbs	English
25690	O Federalismo	Sebastião de Magalhães Lima	Portuguese
25691	Joyce Morrell's Harvest	Emily Sarah Holt	English
25692	An Epitome of Homeopathic Healing Art	B. L. Hill	English
25693	A New Voyage Round the World in the Years 1823, 24, 25, and 26. Vol. 1	Otto von Kotzebue	English
25694	Venus et Adonis	William Shakespeare	French
25695	The Diamond Coterie	Lawrence L. Lynch	English
25696	Bao Po Zi	Hong Ge	Chinese
25697	Lord Palmerston: a opinião e os factos	Carlos Testa	Portuguese
25698	Think Before You Speak	Catherine Dorset	English
25699	The Battle of New Orleans	Zachary F. Smith	English
25700	The Greville Memoirs	Charles C. F. Greville	English
25701	Royal Edinburgh	Margaret Oliphant	English
25702	The Kingdom Round the Corner	Coningsby Dawson	English
25703	Northern Nut Growers Association Report of the Proceedings at the 44th Annual Meeting	Various	English
25704	Zola	Émile Faguet	French
25705	Suma y narracion de los Incas, que los indios llamaron Capaccuna, que fueron señores de la ciudad del Cuzco y de todo lo á ella subjeto	Juan de Betánzos	Spanish
25706	Federal Bureau of Investigation FOIA Documents - Unidentified Flying Objects	United States Federal Bureau of Investigation	English
25707	Titus Andronicus	William Shakespeare	French
25708	The Hero of Ticonderoga	John de Morgan	English
25709	A Practical View of the Prevailing Religious System of Professed Christians, in the Middle and Higher Classes in this Country, Contrasted with Real Christianity.	William Wilberforce	English
25710	Last Words	Juliana Horatia Ewing	English
25711	Freedom in Science and Teaching.	Ernst Haeckel	English
25712	The Great Events by Famous Historians, Volume 03	Various	English
25713	The Judas Valley	Gerald Vance	English
25714	Mother Hubbard Picture Book	Walter Crane	English
25715	Henri IV (2e partie)	William Shakespeare	French
